disease,figure,block_id,source,n,mean,sd,median,min,max,q10,q25,q75,q90,iqr,nonzero_fraction,skew,n_cells,program_group,n_block_z,n_block_centered,n_block_rank,n_is_block_low,n_is_block_mid,n_is_block_high,mean_block_z,mean_block_centered,mean_block_rank,mean_is_block_low,mean_is_block_mid,mean_is_block_high,sd_block_z,sd_block_centered,sd_block_rank,sd_is_block_low,sd_is_block_mid,sd_is_block_high,median_block_z,median_block_centered,median_block_rank,median_is_block_low,median_is_block_mid,median_is_block_high,min_block_z,min_block_centered,min_block_rank,min_is_block_low,min_is_block_mid,min_is_block_high,max_block_z,max_block_centered,max_block_rank,max_is_block_low,max_is_block_mid,max_is_block_high,q10_block_z,q10_block_centered,q10_block_rank,q10_is_block_low,q10_is_block_mid,q10_is_block_high,q25_block_z,q25_block_centered,q25_block_rank,q25_is_block_low,q25_is_block_mid,q25_is_block_high,q75_block_z,q75_block_centered,q75_block_rank,q75_is_block_low,q75_is_block_mid,q75_is_block_high,q90_block_z,q90_block_centered,q90_block_rank,q90_is_block_low,q90_is_block_mid,q90_is_block_high,iqr_block_z,iqr_block_centered,iqr_block_rank,iqr_is_block_low,iqr_is_block_mid,iqr_is_block_high,nonzero_fraction_block_z,nonzero_fraction_block_centered,nonzero_fraction_block_rank,nonzero_fraction_is_block_low,nonzero_fraction_is_block_mid,nonzero_fraction_is_block_high,skew_block_z,skew_block_centered,skew_block_rank,skew_is_block_low,skew_is_block_mid,skew_is_block_high
DLB,Fig 5,fig5_functional_all_numeric,supplement,139.0,1.5485755395683454,1.7780954351493063,1.0,0.314,13.0,0.5274,0.785,1.574,2.646,0.789,1.0,4.14954782684052,,fig5_functional_all_numeric,-1.132271042172639,-191.33333333333331,1.0,1.0,0.0,0.0,-1.283890424180762,-0.03358373621391886,1.0,1.0,0.0,0.0,-1.2433684780227028,-1.0531701353813387,1.0,1.0,0.0,0.0,,0.0,2.0,0.0,1.0,0.0,1.406328365929214,0.11433333333333334,3.0,0.0,0.0,1.0,-1.0780530559396932,-17.0,1.0,1.0,0.0,0.0,-1.1514764212509216,-0.08113333333333328,1.0,1.0,0.0,0.0,-1.414213562373095,-0.1433333333333333,1.0,1.0,0.0,0.0,1.4135263840966452,0.17125000000000012,3.0,0.0,0.0,1.0,1.4129332692669254,0.4203333333333332,3.0,0.0,0.0,1.0,1.4140098197311317,0.3145833333333334,3.0,0.0,0.0,1.0,,0.0,2.0,0.0,1.0,0.0,-1.0929814829010218,-2.8258681454513193,1.0,1.0,0.0,0.0
DLB,Fig 6,fig6_ephys_all_numeric,supplement,202.0,50.32376977722773,44.35994646006333,18.724905,0.0,132.1749,0.5129592000000001,13.5082525,96.3067075,108.17931,82.798455,0.99009900990099,0.278941686059418,,fig6_ephys_all_numeric,0.0,0.0,2.0,0.0,1.0,0.0,-1.413799418530982,-18.908712323297742,1.0,1.0,0.0,0.0,-1.3911070932169045,-17.0418131609226,1.0,1.0,0.0,0.0,-1.2052934749115811,-7.454733333333333,1.0,1.0,0.0,0.0,,0.0,2.0,0.0,1.0,0.0,-1.2600495108770775,-64.18529999999998,1.0,1.0,0.0,0.0,1.3279598197180995,0.1841666666666667,3.0,0.0,0.0,1.0,-1.3425784337283901,-4.877191666666667,1.0,1.0,0.0,0.0,-1.4080299681093085,-40.24647833333334,1.0,1.0,0.0,0.0,-1.4141876421808939,-37.06944,1.0,1.0,0.0,0.0,-1.398070672243255,-35.36928666666665,1.0,1.0,0.0,0.0,0.004042045769375986,1.617689890931473e-07,2.0,0.0,1.0,0.0,0.10418653658047493,0.001994629892264399,2.0,0.0,1.0,0.0
PSP,Fig 1,fig1_all_numeric,supplement,4461.0,45.04129090524546,88.43990868062562,2.214,-7.30809,661.0,-0.433744,0.706,13.788,220.2,13.082,0.9908092355973996,1.9614045744013384,,fig1_all_numeric,1.4082155575174606,837.3333333333335,3.0,0.0,0.0,1.0,-1.212788570552672,-14.19415068287816,1.0,1.0,0.0,0.0,-1.0290873085927197,-6.7820303626939165,1.0,1.0,0.0,0.0,-0.8982288079390582,-3.5829999999999997,1.0,1.0,0.0,0.0,-0.5249898280312467,-1.058043333333333,2.0,0.0,1.0,0.0,1.0987988899675323,149.13166666666666,3.0,0.0,0.0,1.0,-0.17041464643182164,-0.04560518000000008,2.0,0.0,1.0,0.0,-1.2222170583580805,-0.16166666666666663,1.0,1.0,0.0,0.0,-1.2259456497689252,-77.22375000000001,1.0,1.0,0.0,0.0,-1.3113211252116113,-8.806666666666672,1.0,1.0,0.0,0.0,-1.224658781482384,-77.06208333333333,1.0,1.0,0.0,0.0,0.16539602705154405,0.00047362844268128423,2.0,0.0,1.0,0.0,1.4140132014746203,0.4859120912103445,3.0,0.0,0.0,1.0
PSP,Fig 1,fig1_height_distribution,supplement,100.0,10.947969999999998,39.38362603578248,2.0295,0.0,278.0,0.0,0.986,3.909,18.400000000000038,2.923,0.8,5.865217170030194,,fig1_height_distribution,0.7071067811865526,0.6666666666666714,2.5,0.0,0.0,0.0,1.405246697350829,3.1530942857142845,3.0,0.0,0.0,1.0,1.4119852126412422,20.041873599987174,3.0,0.0,0.0,1.0,-0.5104696327391147,-0.040000000000000036,2.0,0.0,1.0,0.0,,0.0,2.0,0.0,1.0,0.0,1.4017209007165252,155.33333333333331,3.0,0.0,0.0,1.0,-1.3272905655007803,-0.5499,1.0,1.0,0.0,0.0,-0.986293984893898,-0.20858333333333334,1.0,1.0,0.0,0.0,-1.2296094523702201,-3.810666666666666,1.0,1.0,0.0,0.0,0.19798907377948383,0.8000000000000256,2.0,0.0,1.0,0.0,-1.1800101514306403,-3.602083333333332,1.0,1.0,0.0,0.0,-1.403176938727339,-0.08625850340136043,1.0,1.0,0.0,0.0,1.1084952564810766,2.1243697146030023,3.0,0.0,0.0,1.0
PSP,Fig 1,fig1_area_distribution,supplement,64.0,157.6183125,193.42133610882493,44.572500000000005,0.0,661.0,0.0,2.0,298.754,470.2519000000001,296.754,0.875,0.9607753844271752,,fig1_area_distribution,-0.7071067811865472,-11.333333333333329,1.5,0.0,0.0,0.0,0.8599085973214565,25.902754251700685,3.0,0.0,0.0,1.0,0.9639471257238362,35.4361104965642,3.0,0.0,0.0,1.0,0.37280358161696053,2.9906666666666695,2.0,0.0,1.0,0.0,-0.7071067811865475,-0.3333333333333333,1.5,0.0,0.0,0.0,1.0987988899675323,149.13166666666666,3.0,0.0,0.0,1.0,-0.7071067811865475,-0.6666666666666666,1.5,0.0,0.0,0.0,-0.5619514869490164,-2.0,2.0,0.0,1.0,0.0,0.9203900346265738,49.94608333333338,3.0,0.0,0.0,1.0,0.8963559049072162,79.80456666666674,3.0,0.0,0.0,1.0,0.9837536639369593,51.94608333333338,3.0,0.0,0.0,1.0,-0.13545709229571878,-0.011904761904761862,2.0,0.0,1.0,0.0,1.0952474923260993,0.03197624720544079,3.0,0.0,0.0,1.0
PSP,Fig 1,fig1_diameter_distribution,supplement,100.0,18.64375,55.22713879774467,11.108,0.0,550.0,0.0,2.0,21.66475,29.8767,19.66475,0.87,9.045795290198424,,fig1_diameter_distribution,0.7071067811865526,0.6666666666666714,2.5,0.0,0.0,0.0,1.2129284550715178,3.6829290476190497,3.0,0.0,0.0,1.0,1.3832848323548175,24.700364068060896,3.0,0.0,0.0,1.0,0.4381676950751075,0.9718333333333344,2.0,0.0,1.0,0.0,,0.0,2.0,0.0,1.0,0.0,1.348000348992195,269.3333333333333,3.0,0.0,0.0,1.0,,0.0,2.0,0.0,1.0,0.0,-0.7071067811865471,-0.36183333333333323,1.5,0.0,0.0,0.0,0.3153452251771788,1.4013333333333335,2.0,0.0,1.0,0.0,0.6387283851662762,3.384866666666664,2.0,0.0,1.0,0.0,0.35726690507871883,1.7631666666666668,2.0,0.0,1.0,0.0,0.7071067811865543,0.007687074829932028,2.5,0.0,0.0,0.0,0.844006347740811,2.9771080738747564,3.0,0.0,0.0,1.0
PSP,Fig 2,fig2_tht_spectra_all_numeric,supplement,17610.0,0.24783104787991,0.3451793812827769,0.0198019801980198,0.0,1.0,0.0,0.0,0.4690906140021182,0.8859225184838241,0.4690906140021182,0.565076660988075,1.0943375806484397,,fig2_tht_spectra_all_numeric,-0.9502552681394962,-110.0,1.0,1.0,0.0,0.0,-1.3997953894866568,-0.00375773594895934,1.0,1.0,0.0,0.0,-1.2520602330049386,-0.0020207148194942293,1.0,1.0,0.0,0.0,-1.2191468077467438,-0.0017190766338449313,1.0,1.0,0.0,0.0,,0.0,2.0,0.0,1.0,0.0,,0.0,2.0,0.0,1.0,0.0,,0.0,2.0,0.0,1.0,0.0,,0.0,2.0,0.0,1.0,0.0,-1.3621893905968545,-0.014485097104262767,1.0,1.0,0.0,0.0,-0.9819874391589561,-0.003576548652224898,1.0,1.0,0.0,0.0,-1.3621893905968545,-0.014485097104262767,1.0,1.0,0.0,0.0,-1.3174540489300413,-0.004159773488544349,1.0,1.0,0.0,0.0,1.4080322198993032,0.024000293796922367,3.0,0.0,0.0,1.0
PSP,Fig 3,fig3_proteolysis_all_numeric,supplement,12.0,12.283249999999995,15.99530074811747,3.4130000000000003,0.0,47.666,0.465,0.5355000000000001,18.05725,33.3067,17.52175,0.9166666666666666,1.1171922075741023,,fig3_proteolysis_all_numeric,,0.0,2.0,0.0,1.0,0.0,-0.46897520484474786,-3.632388888888892,2.0,0.0,1.0,0.0,-0.331446694675183,-3.1971662486853756,2.0,0.0,1.0,0.0,-0.8061314075161873,-3.0491666666666655,1.0,1.0,0.0,0.0,,0.0,2.0,0.0,1.0,0.0,-0.35370167806779385,-9.018666666666668,2.0,0.0,1.0,0.0,-1.358288376468755,-0.37720000000000004,1.0,1.0,0.0,0.0,-0.9387649917247983,-0.9532500000000002,1.0,1.0,0.0,0.0,-0.555143122695875,-6.301333333333332,2.0,0.0,1.0,0.0,-0.39989750870136903,-10.33733333333334,2.0,0.0,1.0,0.0,-0.452444347141518,-5.3480833333333315,2.0,0.0,1.0,0.0,,0.0,2.0,0.0,1.0,0.0,-0.17232425147099847,-0.012209334485957513,2.0,0.0,1.0,0.0
PSP,Fig 4,fig4_antibody_all_numeric,supplement,30.0,0.1478500333333333,0.1104940786837524,0.1063335,0.0175,0.353,0.0205503,0.08425,0.21274975,0.3376,0.12849975,1.0,0.7043973026047426,,fig4_antibody_all_numeric,,0.0,2.0,0.0,1.0,0.0,-1.0078018462795422,-0.010399999999999993,1.0,1.0,0.0,0.0,1.3138436222069372,0.0041400561852299594,3.0,0.0,0.0,1.0,-1.1819502148719396,-0.020944500000000005,1.0,1.0,0.0,0.0,-1.313198307917874,-0.004333333333333331,1.0,1.0,0.0,0.0,0.15355899757514768,0.0023333333333332984,2.0,0.0,1.0,0.0,-1.373703679758906,-0.005899999999999999,1.0,1.0,0.0,0.0,-1.1012948248554764,-0.014333416666666654,1.0,1.0,0.0,0.0,-0.37246277031751696,-0.003388916666666686,2.0,0.0,1.0,0.0,0.8033377301320449,0.005300000000000027,3.0,0.0,0.0,1.0,1.4098067883069045,0.010944500000000038,3.0,0.0,0.0,1.0,,0.0,2.0,0.0,1.0,0.0,1.2856444328270513,0.1832063571866811,3.0,0.0,0.0,1.0
PSP,Fig 5,fig5_functional_all_numeric,supplement,302.0,1.6123841059602648,2.863569659387588,1.0,0.153,26.0,0.6991999999999999,1.0,1.32175,2.0,0.32175,1.0,6.378918404958268,,fig5_functional_all_numeric,-0.16767079892800393,-28.333333333333314,2.0,0.0,1.0,0.0,1.1554810278060041,0.030224830178000595,3.0,0.0,0.0,1.0,0.038138078973748976,0.032304088856943025,2.0,0.0,1.0,0.0,,0.0,2.0,0.0,1.0,0.0,-0.5740115779302913,-0.04666666666666666,2.0,0.0,1.0,0.0,-0.2536595425740455,-4.0,2.0,0.0,1.0,0.0,1.2867772661472923,0.09066666666666667,3.0,0.0,0.0,1.0,0.7071067811865475,0.07166666666666666,2.5,0.0,0.0,0.0,-0.6685876619668796,-0.08099999999999996,2.0,0.0,1.0,0.0,-0.7585692492416406,-0.22566666666666668,1.0,1.0,0.0,0.0,-0.6862161562244855,-0.15266666666666667,2.0,0.0,1.0,0.0,,0.0,2.0,0.0,1.0,0.0,-0.23071168297095954,-0.5964975673335706,2.0,0.0,1.0,0.0
