feature_mode,accuracy_mean,accuracy_sd,macro_f1_mean,macro_f1_sd,log_loss_mean,log_loss_sd,n_folds
tau_full_supplement,0.7166666666666666,0.0456435464587638,0.5822222222222221,0.0243432247780074,0.3376959092778199,0.0398434899955945,5
tau_full_supplement_plus_geo,0.7166666666666666,0.0456435464587638,0.5822222222222221,0.0243432247780074,0.3376959092778199,0.0398434899955945,5
tau_only,0.7166666666666666,0.0456435464587638,0.5822222222222221,0.0243432247780074,0.3376959092778199,0.0398434899955945,5
tau_plus_geo,0.7166666666666666,0.0456435464587638,0.5822222222222221,0.0243432247780074,0.3376959092778199,0.0398434899955945,5
tau_plus_one_fig7_nonleaking,0.7166666666666666,0.04564354645876387,0.5822222222222221,0.02434322477800742,0.3376959092778199,0.03984348999559458,5
